mc_id,location_id,version,geometry,events,pure_class,mixed_dominant_class,mixed_second_dominant_class,s2_l2_bands,era5,cci_landcover_map,copernicus_dem,de_africa_climatology,event_arrays,s2cloudless_cloudmask,sen2cor_cloudmask,unetmobv2_cloudmask,earthnet_cloudmask,remarks,continent
mc_26.50_8.75_0.3.4,26.50_8.75,0.3.4,"POLYGON ((26.486858196774257 8.736918157757508, 26.510364731292153 8.736918157757508, 26.510364731292153 8.760304154291862, 26.486858196774257 8.760304154291862, 26.486858196774257 8.736918157757508))","[(35165, '2021-04-05', '2021-04-16')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_30.25_-14.50_0.3.4,30.25_-14.50,0.3.4,"POLYGON ((30.23658328922301 -14.513107509238504, 30.260640158502433 -14.513107509238504, 30.260640158502433 -14.489669930968345, 30.23658328922301 -14.489669930968345, 30.23658328922301 -14.513107509238504))","[(7471, '2016-11-05', '2016-11-15')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_4.00_33.25_0.3.4,4.00_33.25,0.3.4,"POLYGON ((3.9840567702898744 33.23638005146885, 4.013168958161759 33.23638005146885, 4.013168958161759 33.260841316320615, 3.9840567702898744 33.260841316320615, 3.9840567702898744 33.23638005146885))","[(36700, '2021-06-25', '2021-07-07')]",soil,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_3.75_33.75_0.3.4,3.75_33.75,0.3.4,"POLYGON ((3.733986656545733 33.73639250984257, 3.7632391672085297 33.73639250984257, 3.7632391672085297 33.76082880801194, 3.733986656545733 33.76082880801194, 3.733986656545733 33.73639250984257))","[(36700, '2021-06-25', '2021-07-07')]",soil,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_3.25_34.00_0.3.4,3.25_34.00,0.3.4,"POLYGON ((3.233991546962238 33.98643259323785, 3.2632343361959446 33.98643259323785, 3.2632343361959446 34.01078866226322, 3.233991546962238 34.01078866226322, 3.233991546962238 33.98643259323785))","[(5531, '2016-09-01', '2016-09-08')]",soil,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_3.00_34.25_0.3.4,3.00_34.25,0.3.4,"POLYGON ((2.983970459870502 34.236451326824586, 3.0132554757167846 34.236451326824586, 3.0132554757167846 34.26076989083186, 2.983970459870502 34.26076989083186, 2.983970459870502 34.236451326824586))","[(5531, '2016-09-01', '2016-09-08')]",soil,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_4.25_33.00_0.3.4,4.25_33.00,0.3.4,"POLYGON ((4.2340791641302316 32.98636376310985, 4.263146513604902 32.98636376310985, 4.263146513604902 33.010857641698486, 4.2340791641302316 33.010857641698486, 4.2340791641302316 32.98636376310985))","[(36700, '2021-06-25', '2021-07-07')]",soil,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_31.75_-13.00_0.3.4,31.75_-13.00,0.3.4,"POLYGON ((31.736628893077114 -13.013139094435084, 31.760594408296313 -13.013139094435084, 31.760594408296313 -12.989638535620987, 31.736628893077114 -12.989638535620987, 31.736628893077114 -13.013139094435084))","[(7471, '2016-11-05', '2016-11-15')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_26.75_6.25_0.3.4,26.75_6.25,0.3.4,"POLYGON ((26.73697245444629 6.236964407995576, 26.76025026628225 6.236964407995576, 26.76025026628225 6.260258026272039, 26.73697245444629 6.260258026272039, 26.73697245444629 6.236964407995576))","[(8328, '2017-03-04', '2017-03-18')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_33.50_-9.00_0.3.4,33.50_-9.00,0.3.4,"POLYGON ((33.486835040779845 -9.013096839304982, 33.51038790313604 -9.013096839304982, 33.51038790313604 -8.989681100138041, 33.486835040779845 -8.989681100138041, 33.486835040779845 -9.013096839304982))","[(6772, '2016-10-10', '2016-11-03')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_4.75_32.75_0.3.4,4.75_32.75,0.3.4,"POLYGON ((4.734077846870373 32.736327793388085, 4.763147772480285 32.736327793388085, 4.763147772480285 32.76089367263251, 4.734077846870373 32.76089367263251, 4.734077846870373 32.736327793388085))","[(36700, '2021-06-25', '2021-07-07')]",soil,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_17.75_-18.25_0.3.4,17.75_-18.25,0.3.4,"POLYGON ((17.736068285445555 -18.26337382673349, 17.761155465441718 -18.26337382673349, 17.761155465441718 -18.23940392553468, 17.736068285445555 -18.23940392553468, 17.736068285445555 -18.26337382673349))","[(16709, '2018-10-15', '2018-10-21')]",grassland,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_28.50_6.75_0.3.4,28.50_6.75,0.3.4,"POLYGON ((28.486950685268766 6.736954415109805, 28.510272068533418 6.736954415109805, 28.510272068533418 6.7602681408295116, 28.486950685268766 6.7602681408295116, 28.486950685268766 6.736954415109805))","[(833, '2016-03-03', '2016-03-13')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_3.00_9.50_0.3.4,3.00_9.50,0.3.4,"POLYGON ((2.9868127562372773 9.486897897522807, 3.010410232286842 9.486897897522807, 3.010410232286842 9.51032442510414, 2.9868127562372773 9.51032442510414, 2.9868127562372773 9.486897897522807))","[(18297, '2019-04-03', '2019-04-09')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_27.25_5.75_0.3.4,27.25_5.75,0.3.4,"POLYGON ((27.23699364440311 5.736974857079731, 27.26022903404561 5.736974857079731, 27.26022903404561 5.760247638072661, 27.23699364440311 5.760247638072661, 27.23699364440311 5.736974857079731))","[(833, '2016-03-03', '2016-03-13')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_32.25_-12.50_0.3.4,32.25_-12.50,0.3.4,"POLYGON ((32.23664750465455 -12.513144339624615, 32.260575748647625 -12.513144339624615, 32.260575748647625 -12.489633353129841, 32.23664750465455 -12.489633353129841, 32.23664750465455 -12.513144339624615))","[(7471, '2016-11-05', '2016-11-15')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_31.00_-13.75_0.3.4,31.00_-13.75,0.3.4,"POLYGON ((30.986604168938857 -13.763126269054418, 31.010619205226813 -13.763126269054418, 31.010619205226813 -13.739651266398326, 30.986604168938857 -13.739651266398326, 30.986604168938857 -13.763126269054418))","[(7471, '2016-11-05', '2016-11-15')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_18.25_-17.75_0.3.4,18.25_-17.75,0.3.4,"POLYGON ((18.236348440107285 -17.763139606741724, 18.26087532372694 -17.763139606741724, 18.26087532372694 -17.739637693204426, 18.236348440107285 -17.739637693204426, 18.236348440107285 -17.763139606741724))","[(16709, '2018-10-15', '2018-10-21')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_25.00_5.50_0.3.4,25.00_5.50,0.3.4,"POLYGON ((24.9870065751577 5.486982667817733, 25.010216089379036 5.486982667817733, 25.010216089379036 5.510239654251334, 24.9870065751577 5.510239654251334, 24.9870065751577 5.486982667817733))","[(833, '2016-03-03', '2016-03-13')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_40.00_8.50_0.3.4,40.00_8.50,0.3.4,"POLYGON ((39.986859335342004 8.486911530566493, 40.01036356389916 8.486911530566493, 40.01036356389916 8.5103109145046, 39.986859335342004 8.5103109145046, 39.986859335342004 8.486911530566493))","[(34904, '2021-03-30', '2021-04-16')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_8.00_9.00_0.3.4,8.00_9.00,0.3.4,"POLYGON ((7.98685191339715 8.986919940457975, 8.010371038013059 8.986919940457975, 8.010371038013059 9.010302320176669, 7.98685191339715 9.010302320176669, 7.98685191339715 8.986919940457975))","[(18297, '2019-04-03', '2019-04-09')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_29.25_-11.00_0.3.4,29.25_-11.00,0.3.4,"POLYGON ((29.236695748148964 -11.013161780156347, 29.260527350941654 -11.013161780156347, 29.260527350941654 -10.989616222230062, 29.236695748148964 -10.989616222230062, 29.236695748148964 -11.013161780156347))","[(7471, '2016-11-05', '2016-11-15')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_41.75_9.25_0.3.4,41.75_9.25,0.3.4,"POLYGON ((41.73680950263274 9.236886252183414, 41.76041344622404 9.236886252183414, 41.76041344622404 9.260336305038544, 41.73680950263274 9.260336305038544, 41.73680950263274 9.236886252183414))","[(34904, '2021-03-30', '2021-04-16')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_44.75_-18.25_0.3.4,44.75_-18.25,0.3.4,"POLYGON ((44.73618485710319 -18.26326233774854, 44.76103893578115 -18.26326233774854, 44.76103893578115 -18.239515156568643, 44.73618485710319 -18.239515156568643, 44.73618485710319 -18.26326233774854))","[(39367, '2021-11-03', '2021-11-17')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_5.50_16.00_0.3.4,5.50_16.00,0.3.4,"POLYGON ((5.486293092547568 15.98669583545115, 5.510930446496458 15.98669583545115, 5.510930446496458 16.01052643154536, 5.486293092547568 16.01052643154536, 5.486293092547568 15.98669583545115))","[(18297, '2019-04-03', '2019-04-09')]",grassland,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_36.00_8.00_0.3.4,36.00_8.00,0.3.4,"POLYGON ((35.986887202274566 7.986924421477045, 36.010335643197415 7.986924421477045, 36.010335643197415 8.01029820534344, 35.986887202274566 8.01029820534344, 35.986887202274566 7.986924421477045))","[(34904, '2021-03-30', '2021-04-16')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_26.00_4.50_0.3.4,26.00_4.50,0.3.4,"POLYGON ((25.987038261787763 4.48699656987633, 26.010184319405624 4.48699656987633, 26.010184319405624 4.510225874656197, 25.987038261787763 4.510225874656197, 25.987038261787763 4.48699656987633))","[(833, '2016-03-03', '2016-03-13')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_21.50_9.00_0.3.4,21.50_9.00,0.3.4,"POLYGON ((21.48683519363046 8.986903383417767, 21.510387750053543 8.986903383417767, 21.510387750053543 9.010319000582177, 21.48683519363046 9.010319000582177, 21.48683519363046 8.986903383417767))","[(35165, '2021-04-05', '2021-04-16')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_30.00_-10.00_0.3.4,30.00_-10.00,0.3.4,"POLYGON ((29.986759523001915 -10.013137214402555, 30.01046348570367 -10.013137214402555, 30.01046348570367 -9.989640888801876, 29.986759523001915 -9.989640888801876, 29.986759523001915 -10.013137214402555))","[(7471, '2016-11-05', '2016-11-15')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_28.25_4.75_0.3.4,28.25_4.75,0.3.4,"POLYGON ((28.237041197587406 4.737003746369741, 28.26018139736399 4.737003746369741, 28.26018139736399 4.760218869766276, 28.237041197587406 4.760218869766276, 28.237041197587406 4.737003746369741))","[(833, '2016-03-03', '2016-03-13')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_27.25_-13.00_0.3.4,27.25_-13.00,0.3.4,"POLYGON ((27.23658947241562 -13.01317780783847, 27.26063381803087 -13.01317780783847, 27.26063381803087 -12.989599947998808, 27.23658947241562 -12.989599947998808, 27.23658947241562 -13.01317780783847))","[(7471, '2016-11-05', '2016-11-15')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_17.00_-16.50_0.3.4,17.00_-16.50,0.3.4,"POLYGON ((16.98626114990823 -16.513304208378997, 17.010962443371653 -16.513304208378997, 17.010962443371653 -16.48947355150073, 16.98626114990823 -16.48947355150073, 16.98626114990823 -16.513304208378997))","[(16709, '2018-10-15', '2018-10-21')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_23.00_5.25_0.3.4,23.00_5.25,0.3.4,"POLYGON ((22.98702624879252 5.23699773630181, 23.010196382992266 5.23699773630181, 23.010196382992266 5.260224919819559, 22.98702624879252 5.260224919819559, 22.98702624879252 5.23699773630181))","[(8328, '2017-03-04', '2017-03-18')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_30.75_-14.00_0.3.4,30.75_-14.00,0.3.4,"POLYGON ((30.736596781144133 -14.013120674270487, 30.76062661745927 -14.013120674270487, 30.76062661745927 -13.989656829503698, 30.736596781144133 -13.989656829503698, 30.736596781144133 -14.013120674270487))","[(7471, '2016-11-05', '2016-11-15')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_9.75_5.25_0.3.4,9.75_5.25,0.3.4,"POLYGON ((9.73701655916906 5.23698797028388, 9.760206077347426 5.23698797028388, 9.760206077347426 5.260234585494695, 9.73701655916906 5.260234585494695, 9.73701655916906 5.23698797028388))","[(643, '2016-02-29', '2016-03-16')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_25.50_5.00_0.3.4,25.50_5.00,0.3.4,"POLYGON ((25.487021548207647 4.986988285625276, 25.510201074529967 4.986988285625276, 25.510201074529967 5.010234097773549, 25.487021548207647 5.010234097773549, 25.487021548207647 4.986988285625276))","[(833, '2016-03-03', '2016-03-13')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_31.00_-9.25_0.3.4,31.00_-9.25,0.3.4,"POLYGON ((30.98685576493103 -9.26306784781075, 31.01036721200278 -9.26306784781075, 31.01036721200278 -9.239709875318447, 30.98685576493103 -9.239709875318447, 30.98685576493103 -9.26306784781075))","[(7471, '2016-11-05', '2016-11-15')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_21.25_-14.50_0.3.4,21.25_-14.50,0.3.4,"POLYGON ((21.236479863736353 -14.513208388848735, 21.2607435626876 -14.513208388848735, 21.2607435626876 -14.489569305232088, 21.236479863736353 -14.489569305232088, 21.236479863736353 -14.513208388848735))","[(16709, '2018-10-15', '2018-10-21')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_28.00_7.00_0.3.4,28.00_7.00,0.3.4,"POLYGON ((27.98693743046059 6.9869473457230376, 28.010285346009343 6.9869473457230376, 28.010285346009343 7.010275159743743, 27.98693743046059 7.010275159743743, 27.98693743046059 6.9869473457230376))","[(833, '2016-03-03', '2016-03-13')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_24.25_8.75_0.3.4,24.25_8.75,0.3.4,"POLYGON ((24.236892434830274 8.73695212312059, 24.260330501821862 8.73695212312059, 24.260330501821862 8.760270003196238, 24.236892434830274 8.760270003196238, 24.236892434830274 8.73695212312059))","[(35165, '2021-04-05', '2021-04-16')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_31.25_-13.50_0.3.4,31.25_-13.50,0.3.4,"POLYGON ((31.236611983880138 -13.513131204430668, 31.26061136593311 -13.513131204430668, 31.26061136593311 -13.489646362629253, 31.236611983880138 -13.489646362629253, 31.236611983880138 -13.513131204430668))","[(7471, '2016-11-05', '2016-11-15')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_27.75_5.25_0.3.4,27.75_5.25,0.3.4,"POLYGON ((27.73701655916906 5.23698797028388, 27.760206077347423 5.23698797028388, 27.760206077347423 5.260234585494695, 27.73701655916906 5.260234585494695, 27.73701655916906 5.23698797028388))","[(833, '2016-03-03', '2016-03-13')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_27.25_4.50_0.3.4,27.25_4.50,0.3.4,"POLYGON ((27.237043441541722 4.487001820429037, 27.260179136549983 4.487001820429037, 27.260179136549983 4.510220725339292, 27.237043441541722 4.510220725339292, 27.237043441541722 4.487001820429037))","[(833, '2016-03-03', '2016-03-13')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_2.25_9.25_0.3.4,2.25_9.25,0.3.4,"POLYGON ((2.2368357885352648 9.23691221245302, 2.2603871828206787 9.23691221245302, 2.2603871828206787 9.260310058562773, 2.2368357885352648 9.260310058562773, 2.2368357885352648 9.23691221245302))","[(18297, '2019-04-03', '2019-04-09')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_28.50_-10.75_0.3.4,28.50_-10.75,0.3.4,"POLYGON ((28.486720059726206 -10.763147708699407, 28.510503024589273 -10.763147708699407, 28.510503024589273 -10.73963024217902, 28.486720059726206 -10.73963024217902, 28.486720059726206 -10.763147708699407))","[(7471, '2016-11-05', '2016-11-15')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_24.25_5.25_0.3.4,24.25_5.25,0.3.4,"POLYGON ((24.237018980351596 5.236990250502436, 24.260203665195323 5.236990250502436, 24.260203665195323 5.26023202044931, 24.237018980351596 5.26023202044931, 24.237018980351596 5.236990250502436))","[(636, '2016-02-28', '2016-03-03')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_31.25_9.50_0.3.4,31.25_9.50,0.3.4,"POLYGON ((31.236839296046142 9.486924168570452, 31.260383700989667 9.486924168570452, 31.260383700989667 9.510298009491082, 31.236839296046142 9.510298009491082, 31.236839296046142 9.486924168570452))","[(35165, '2021-04-05', '2021-04-16')]",grassland,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_2.75_33.50_0.3.4,2.75_33.50,0.3.4,"POLYGON ((2.73414041272773 33.486485457652336, 2.763085394497061 33.486485457652336, 2.763085394497061 33.51073577428596, 2.73414041272773 33.51073577428596, 2.73414041272773 33.486485457652336))","[(36700, '2021-06-25', '2021-07-07')]",soil,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_26.00_5.75_0.3.4,26.00_5.75,0.3.4,"POLYGON ((25.98699391077676 5.736975071080227, 26.01022877164833 5.736975071080227, 26.01022877164833 5.760247322439919, 25.98699391077676 5.760247322439919, 25.98699391077676 5.736975071080227))","[(833, '2016-03-03', '2016-03-13')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_26.75_5.00_0.3.4,26.75_5.00,0.3.4,"POLYGON ((26.73702232989892 4.9869891219475955, 26.76020028969149 4.9869891219475955, 26.76020028969149 5.010233363096508, 26.73702232989892 5.010233363096508, 26.73702232989892 4.9869891219475955))","[(833, '2016-03-03', '2016-03-13')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_17.75_-17.00_0.3.4,17.75_-17.00,0.3.4,"POLYGON ((17.736192403727777 -17.013338754582115, 17.76103122614294 -17.013338754582115, 17.76103122614294 -16.989439048492343, 17.736192403727777 -16.989439048492343, 17.736192403727777 -17.013338754582115))","[(16709, '2018-10-15', '2018-10-21')]",grassland,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_31.25_-14.75_0.3.4,31.25_-14.75,0.3.4,"POLYGON ((31.23652774454706 -14.763148103577555, 31.260695720939513 -14.763148103577555, 31.260695720939513 -14.73962941080921, 31.23652774454706 -14.73962941080921, 31.23652774454706 -14.763148103577555))","[(7471, '2016-11-05', '2016-11-15')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_2.50_15.75_0.3.4,2.50_15.75,0.3.4,"POLYGON ((2.486407574693427 15.73679160416244, 2.510815975349231 15.73679160416244, 2.510815975349231 15.760430418885399, 2.486407574693427 15.760430418885399, 2.486407574693427 15.73679160416244))","[(18297, '2019-04-03', '2019-04-09')]",grassland,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_24.50_-14.75_0.3.4,24.50_-14.75,0.3.4,"POLYGON ((24.486556717172625 -14.763119879648444, 24.51066675275 -14.763119879648444, 24.51066675275 -14.739657571100558, 24.486556717172625 -14.739657571100558, 24.486556717172625 -14.763119879648444))","[(6772, '2016-10-10', '2016-11-03')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_20.50_-14.00_0.3.4,20.50_-14.00,0.3.4,"POLYGON ((20.48653882422574 -14.013177334308155, 20.51068456273266 -14.013177334308155, 20.51068456273266 -13.989600317248, 20.48653882422574 -13.989600317248, 20.48653882422574 -14.013177334308155))","[(16709, '2018-10-15', '2018-10-21')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_28.00_3.75_0.3.4,28.00_3.75,0.3.4,"POLYGON ((27.98707835493211 3.737025861664598, 28.01014416154804 3.737025861664598, 28.01014416154804 3.760196774726829, 27.98707835493211 3.760196774726829, 27.98707835493211 3.737025861664598))","[(8328, '2017-03-04', '2017-03-18')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_29.75_-14.00_0.3.4,29.75_-14.00,0.3.4,"POLYGON ((29.73646125954087 -14.013253192027008, 29.76076209430896 -14.013253192027008, 29.76076209430896 -13.989524731739703, 29.73646125954087 -13.989524731739703, 29.73646125954087 -14.013253192027008))","[(7471, '2016-11-05', '2016-11-15')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_29.75_-9.75_0.3.4,29.75_-9.75,0.3.4,"POLYGON ((29.736776923750906 -9.763128982659259, 29.76044606647299 -9.763128982659259, 29.76044606647299 -9.739649110188491, 29.736776923750906 -9.739649110188491, 29.736776923750906 -9.763128982659259))","[(7471, '2016-11-05', '2016-11-15')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_26.50_-12.75_0.3.4,26.50_-12.75,0.3.4,"POLYGON ((26.486624835976354 -12.76315497542273, 26.51059843790781 -12.76315497542273, 26.51059843790781 -12.739622727928221, 26.486624835976354 -12.739622727928221, 26.486624835976354 -12.76315497542273))","[(6772, '2016-10-10', '2016-11-03')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_29.00_-14.75_0.3.4,29.00_-14.75,0.3.4,"POLYGON ((28.986414188800065 -14.763258749976288, 29.010809241806893 -14.763258749976288, 29.010809241806893 -14.739519081044365, 28.986414188800065 -14.739519081044365, 28.986414188800065 -14.763258749976288))","[(7471, '2016-11-05', '2016-11-15')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_33.00_-10.50_0.3.4,33.00_-10.50,0.3.4,"POLYGON ((32.986755491903594 -10.513122335911143, 33.010467581861626 -10.513122335911143, 33.010467581861626 -10.489655501407663, 32.986755491903594 -10.489655501407663, 32.986755491903594 -10.513122335911143))","[(7471, '2016-11-05', '2016-11-15')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_25.00_-14.00_0.3.4,25.00_-14.00,0.3.4,"POLYGON ((24.986587810313836 -14.01312944369144, 25.01063558689382 -14.01312944369144, 25.01063558689382 -13.989648081215725, 24.986587810313836 -13.989648081215725, 24.986587810313836 -14.01312944369144))","[(6772, '2016-10-10', '2016-11-03')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_27.50_4.25_0.3.4,27.50_4.25,0.3.4,"POLYGON ((27.487054646645735 4.237009168599278, 27.510167910821433 4.237009168599278, 27.510167910821433 4.260213407439799, 27.487054646645735 4.260213407439799, 27.487054646645735 4.237009168599278))","[(833, '2016-03-03', '2016-03-13')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_2.50_33.75_0.3.4,2.50_33.75,0.3.4,"POLYGON ((2.4841209604748857 33.73650462550017, 2.5131048975584993 33.73650462550017, 2.5131048975584993 33.76071656871412, 2.4841209604748857 33.76071656871412, 2.4841209604748857 33.73650462550017))","[(36700, '2021-06-25', '2021-07-07')]",soil,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_26.50_5.25_0.3.4,26.50_5.25,0.3.4,"POLYGON ((26.487012423601673 5.236983771970538, 26.51021021685791 5.236983771970538, 26.51021021685791 5.260238682622648, 26.487012423601673 5.260238682622648, 26.487012423601673 5.236983771970538))","[(833, '2016-03-03', '2016-03-13')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_29.00_7.25_0.3.4,29.00_7.25,0.3.4,"POLYGON ((28.986926257298627 7.236942658750976, 29.01029653413979 7.236942658750976, 29.01029653413979 7.260279917495921, 28.986926257298627 7.260279917495921, 28.986926257298627 7.236942658750976))","[(833, '2016-03-03', '2016-03-13')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_27.75_4.00_0.3.4,27.75_4.00,0.3.4,"POLYGON ((27.737066284469797 3.987017182433359, 27.76015625245935 3.987017182433359, 27.76015625245935 4.010205423813843, 27.737066284469797 4.010205423813843, 27.737066284469797 3.987017182433359))","[(833, '2016-03-03', '2016-03-13')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_20.25_-16.75_0.3.4,20.25_-16.75,0.3.4,"POLYGON ((20.236336352452906 -16.76321595073984, 20.260887296521236 -16.76321595073984, 20.260887296521236 -16.739561564238567, 20.236336352452906 -16.739561564238567, 20.236336352452906 -16.76321595073984))","[(16709, '2018-10-15', '2018-10-21')]",grassland,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_27.00_4.75_0.3.4,27.00_4.75,0.3.4,"POLYGON ((26.987032669255132 4.736995138149476, 27.010189929545152 4.736995138149476, 27.010189929545152 4.760227377286767, 26.987032669255132 4.760227377286767, 26.987032669255132 4.736995138149476))","[(833, '2016-03-03', '2016-03-13')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
mc_24.75_-14.50_0.3.4,24.75_-14.50,0.3.4,"POLYGON ((24.736563741109563 -14.51312657404366, 24.760659703993532 -14.51312657404366, 24.760659703993532 -14.489650908540055, 24.736563741109563 -14.489650908540055, 24.736563741109563 -14.51312657404366))","[(6772, '2016-10-10', '2016-11-03')]",broadtree,-,-,1.0,1,1.0,1,1,1.0,1.0,-1,-1,-1.0,,Africa
