mc_id,location_id,version,geometry,events,pure_class,mixed_dominant_class,mixed_second_dominant_class,s2_l2_bands,era5,cci_landcover_map,copernicus_dem,de_africa_climatology,event_arrays,s2cloudless_cloudmask,sen2cor_cloudmask,unetmobv2_cloudmask,earthnet_cloudmask,remarks,continent
mc_-1.56_8.74_1.2_20230627_0,-1.56_8.74,1.2,"POLYGON ((-1.5714897073501224 8.731348016671333, -1.547954038173932 8.731348016671333, -1.547954038173932 8.754763352336854, -1.5714897073501224 8.754763352336854, -1.5714897073501224 8.731348016671333))","[(643, '2016-03-03', '2016-03-10'), (23153, '2020-03-01', '2020-03-19')]",broadtree,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.57_6.79_1.2_20230627_0,-1.57_6.79,1.2,"POLYGON ((-1.5852738227693413 6.778619811906263, -1.5619478619327438 6.778619811906263, -1.5619478619327438 6.801936074311187, -1.5852738227693413 6.801936074311187, -1.5852738227693413 6.778619811906263))","[(339, '2016-02-06', '2016-02-06'), (493, '2016-02-17', '2016-02-17'), (529, '2016-02-19', '2016-02-20'), (559, '2016-02-22', '2016-02-22'), (560, '2016-02-24', '2016-02-24'), (643, '2016-03-05', '2016-03-10'), (23076, '2020-02-15', '2020-02-17'), (23153, '2020-02-29', '2020-03-08')]",urban,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.60_12.37_1.2_20230627_0,-1.60_12.37,1.2,"POLYGON ((-1.61338886949057 12.353480355910333, -1.5893879085647034 12.353480355910333, -1.5893879085647034 12.377075303856605, -1.61338886949057 12.377075303856605, -1.61338886949057 12.353480355910333))","[(8791, '2017-03-29', '2017-03-31'), (35165, '2021-04-06', '2021-04-15'), (35751, '2021-04-20', '2021-04-20'), (35971, '2021-04-23', '2021-04-24'), (36110, '2021-04-30', '2021-04-30')]",urban,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.61_6.12_1.2_20230627_0,-1.61_6.12,1.2,"POLYGON ((-1.6241301252238405 6.106414560168778, -1.6008693933567288 6.106414560168778, -1.6008693933567288 6.1296969098842435, -1.6241301252238405 6.1296969098842435, -1.6241301252238405 6.106414560168778))","[(339, '2016-02-06', '2016-02-06'), (391, '2016-02-12', '2016-02-12'), (560, '2016-02-24', '2016-02-24'), (643, '2016-03-05', '2016-03-09'), (23076, '2020-02-15', '2020-02-17'), (23153, '2020-03-01', '2020-03-02')]",broadtree,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.62_38.02_1.2_20230627_0,-1.62_38.02,1.2,"POLYGON ((-1.633668784165385 38.005701469028324, -1.602437914897353 38.005701469028324, -1.602437914897353 38.0304085853133, -1.633668784165385 38.0304085853133, -1.633668784165385 38.005701469028324))","[(5531, '2016-09-04', '2016-09-06'), (10867, '2017-08-08', '2017-08-08'), (14975, '2018-08-05', '2018-08-06'), (21190, '2019-08-07', '2019-08-10')]",grassland,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_-1.63_38.47_1.2_20230627_0,-1.63_38.47,1.2,"POLYGON ((-1.65044217827184 38.458472615439625, -1.618997739807368 38.458472615439625, -1.618997739807368 38.483192952206096, -1.65044217827184 38.483192952206096, -1.65044217827184 38.458472615439625))","[(3759, '2016-07-12', '2016-07-12'), (5531, '2016-09-04', '2016-09-08'), (9629, '2017-07-12', '2017-07-13'), (10365, '2017-07-30', '2017-07-30'), (10587, '2017-08-03', '2017-08-05'), (14845, '2018-07-28', '2018-07-28'), (14975, '2018-08-03', '2018-08-03'), (21188, '2019-08-06', '2019-08-06'), (21190, '2019-08-08', '2019-08-09')]",grassland,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_-1.67_38.35_1.2_20230627_0,-1.67_38.35,1.2,"POLYGON ((-1.6837411090772099 38.3334781517636, -1.6523655155653132 38.3334781517636, -1.6523655155653132 38.358187419318725, -1.6837411090772099 38.358187419318725, -1.6837411090772099 38.3334781517636))","[(5531, '2016-09-04', '2016-09-06'), (9629, '2017-07-12', '2017-07-13'), (10365, '2017-07-30', '2017-07-30'), (10587, '2017-08-03', '2017-08-05'), (14845, '2018-07-28', '2018-07-28'), (14975, '2018-08-03', '2018-08-06'), (21190, '2019-08-07', '2019-08-09'), (37472, '2021-07-24', '2021-07-24')]",grassland,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_-1.67_6.74_1.2_20230627_0,-1.67_6.74,1.2,"POLYGON ((-1.6824939373589616 6.7313985401600185, -1.6591721906765373 6.7313985401600185, -1.6591721906765373 6.754712900101282, -1.6824939373589616 6.754712900101282, -1.6824939373589616 6.7313985401600185))","[(339, '2016-02-06', '2016-02-06'), (529, '2016-02-19', '2016-02-20'), (560, '2016-02-24', '2016-02-24'), (643, '2016-03-06', '2016-03-11'), (23153, '2020-02-29', '2020-03-08')]",urban,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.68_14.49_1.2_20230627_0,-1.68_14.49,1.2,"POLYGON ((-1.6968810857049195 14.475652808302685, -1.672562162130142 14.475652808302685, -1.672562162130142 14.499347198343536, -1.6968810857049195 14.499347198343536, -1.6968810857049195 14.475652808302685))","[(35165, '2021-04-10', '2021-04-16'), (35971, '2021-04-24', '2021-04-24'), (36110, '2021-04-26', '2021-04-30')]",grassland,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.68_14.61_1.2_20230627_0,-1.68_14.61,1.2,"POLYGON ((-1.6968911210570738 14.600649818851313, -1.6725521153611052 14.600649818851313, -1.6725521153611052 14.624350182694592, -1.6968911210570738 14.624350182694592, -1.6968911210570738 14.600649818851313))","[(35165, '2021-04-10', '2021-04-16'), (35971, '2021-04-24', '2021-04-24'), (36110, '2021-04-26', '2021-04-30')]",grassland,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.68_15.24_1.2_20230627_0,-1.68_15.24,1.2,"POLYGON ((-1.6969423100387278 15.225634914092701, -1.6725008688270788 15.225634914092701, -1.6725008688270788 15.249365061908353, -1.6969423100387278 15.249365061908353, -1.6969423100387278 15.225634914092701))","[(2765, '2016-04-23', '2016-04-26'), (2891, '2016-04-28', '2016-04-28'), (2924, '2016-04-30', '2016-04-30'), (18750, '2019-04-19', '2019-04-19'), (27807, '2020-04-29', '2020-04-30'), (35165, '2021-04-11', '2021-04-16'), (35971, '2021-04-24', '2021-04-24')]",grassland,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.68_30.23_1.2_20230627_0,-1.68_30.23,1.2,"POLYGON ((-1.698766443829384 30.21419137585495, -1.6706749877563418 30.21419137585495, -1.6706749877563418 30.23858572773397, -1.698766443829384 30.23858572773397, -1.698766443829384 30.21419137585495))","[(11195, '2017-08-16', '2017-08-16'), (13837, '2018-07-03', '2018-07-10'), (14225, '2018-07-12', '2018-07-12'), (29946, '2020-08-05', '2020-08-07'), (30750, '2020-08-18', '2020-08-22'), (37868, '2021-08-05', '2021-08-08'), (38633, '2021-09-05', '2021-09-07')]",soil,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.68_31.10_1.2_20230627_0,-1.68_31.10,1.2,"POLYGON ((-1.6989159637694433 31.08917366845492, -1.6705253331851824 31.08917366845492, -1.6705253331851824 31.113603393347983, -1.6989159637694433 31.113603393347983, -1.6989159637694433 31.08917366845492))","[(13837, '2018-07-02', '2018-07-09'), (14225, '2018-07-12', '2018-07-28'), (29946, '2020-08-05', '2020-08-07'), (30750, '2020-08-18', '2020-08-22'), (31359, '2020-08-26', '2020-08-26'), (37254, '2021-07-15', '2021-07-17'), (37868, '2021-08-05', '2021-08-08'), (38633, '2021-09-05', '2021-09-06'), (38785, '2021-10-01', '2021-10-01')]",soil,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.68_31.48_1.2_20230627_0,-1.68_31.48,1.2,"POLYGON ((-1.6989818363548024 31.464166143321457, -1.6704594013171417 31.464166143321457, -1.6704594013171417 31.488610900393745, -1.6989818363548024 31.488610900393745, -1.6989818363548024 31.464166143321457))","[(13837, '2018-07-02', '2018-07-09'), (14225, '2018-07-12', '2018-07-28'), (20315, '2019-07-14', '2019-07-14'), (29946, '2020-08-06', '2020-08-06'), (30750, '2020-08-18', '2020-08-20'), (36788, '2021-06-29', '2021-06-29'), (37254, '2021-07-15', '2021-07-17'), (37868, '2021-08-05', '2021-08-08'), (38609, '2021-09-03', '2021-09-03'), (38633, '2021-09-05', '2021-09-06'), (38785, '2021-10-01', '2021-10-01')]",soil,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.68_32.35_1.2_20230627_0,-1.68_32.35,1.2,"POLYGON ((-1.6991398593142024 32.3391487351505, -1.6703012361371306 32.3391487351505, -1.6703012361371306 32.36362826592073, -1.6991398593142024 32.36362826592073, -1.6991398593142024 32.3391487351505))","[(3765, '2016-07-13', '2016-07-13'), (13837, '2018-07-02', '2018-07-08'), (14225, '2018-07-21', '2018-07-27'), (14461, '2018-07-18', '2018-07-18'), (20315, '2019-07-14', '2019-07-14'), (37254, '2021-07-16', '2021-07-17'), (37868, '2021-08-05', '2021-08-14'), (38643, '2021-09-06', '2021-09-06')]",soil,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.68_32.60_1.2_20230627_0,-1.68_32.60,1.2,"POLYGON ((-1.6908536225730337 32.58914311792046, -1.6619207714617432 32.58914311792046, -1.6619207714617432 32.61363387166241, -1.6908536225730337 32.61363387166241, -1.6908536225730337 32.58914311792046))","[(13837, '2018-07-02', '2018-07-08'), (14225, '2018-07-21', '2018-07-27'), (14461, '2018-07-18', '2018-07-18'), (20315, '2019-07-14', '2019-07-14'), (20865, '2019-07-30', '2019-07-30'), (37254, '2021-07-16', '2021-07-17'), (37868, '2021-08-05', '2021-08-14')]",soil,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.68_32.73_1.2_20230627_0,-1.68_32.73,1.2,"POLYGON ((-1.6992094821387365 32.714141339546664, -1.6702315506231638 32.714141339546664, -1.6702315506231638 32.73863564305322, -1.6992094821387365 32.73863564305322, -1.6992094821387365 32.714141339546664))","[(3763, '2016-07-12', '2016-07-12'), (10261, '2017-07-28', '2017-07-28'), (13837, '2018-07-08', '2018-07-08'), (14225, '2018-07-21', '2018-07-27'), (20315, '2019-07-14', '2019-07-14'), (20865, '2019-07-30', '2019-07-30'), (37254, '2021-07-16', '2021-07-17'), (37868, '2021-08-05', '2021-08-14')]",soil,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.68_32.85_1.2_20230627_0,-1.68_32.85,1.2,"POLYGON ((-1.6992329484001765 32.83913888307891, -1.6702080632255005 32.83913888307891, -1.6702080632255005 32.863638093336995, -1.6992329484001765 32.863638093336995, -1.6992329484001765 32.83913888307891))","[(3763, '2016-07-12', '2016-07-12'), (10261, '2017-07-28', '2017-07-28'), (13837, '2018-07-08', '2018-07-08'), (14225, '2018-07-21', '2018-07-27'), (20315, '2019-07-14', '2019-07-14'), (20865, '2019-07-30', '2019-07-30'), (37254, '2021-07-16', '2021-07-17'), (37868, '2021-08-05', '2021-08-14')]",soil,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.68_43.09_1.2_20230627_0,-1.68_43.09,1.2,"POLYGON ((-1.7016869358584454 43.080619861604376, -1.6677517964690947 43.080619861604376, -1.6677517964690947 43.10548988915026, -1.7016869358584454 43.10548988915026, -1.7016869358584454 43.080619861604376))","[(3964, '2016-07-18', '2016-07-19'), (5401, '2016-08-23', '2016-08-23'), (5531, '2016-09-03', '2016-09-07'), (5844, '2016-09-11', '2016-09-12'), (29495, '2020-07-30', '2020-07-30'), (29988, '2020-08-06', '2020-08-09'), (30933, '2020-08-19', '2020-08-20')]",broadtree,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_-1.68_5.80_1.2_20230627_0,-1.68_5.80,1.2,"POLYGON ((-1.6963379358047965 5.789755529827969, -1.6731060478274897 5.789755529827969, -1.6731060478274897 5.8130226071248146, -1.6963379358047965 5.8130226071248146, -1.6963379358047965 5.789755529827969))","[(54, '2016-01-08', '2016-01-08'), (339, '2016-02-06', '2016-02-06'), (391, '2016-02-11', '2016-02-12'), (643, '2016-03-07', '2016-03-07'), (23014, '2020-02-07', '2020-02-07'), (23076, '2020-02-14', '2020-02-17'), (23153, '2020-02-29', '2020-03-02')]",broadtree,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.68_8.74_1.2_20230627_0,-1.68_8.74,1.2,"POLYGON ((-1.6964891604117618 8.731348555326477, -1.6729545843137577 8.731348555326477, -1.6729545843137577 8.754762803500904, -1.6964891604117618 8.754762803500904, -1.6964891604117618 8.731348555326477))","[(643, '2016-03-03', '2016-03-03'), (23153, '2020-03-01', '2020-03-19')]",broadtree,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.72_4.97_1.2_20230627_0,-1.72_4.97,1.2,"POLYGON ((-1.732412521180665 4.9619983560351715, -1.70925374832167 4.9619983560351715, -1.70925374832167 4.9852242512809175, -1.732412521180665 4.9852242512809175, -1.732412521180665 4.9619983560351715))","[(23153, '2020-03-01', '2020-03-18'), (25367, '2020-03-22', '2020-03-22')]",urban,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.72_6.00_1.2_20230627_0,-1.72_6.00,1.2,"POLYGON ((-1.7296804501860412 5.984194903975492, -1.70643019773354 5.984194903975492, -1.70643019773354 6.007472102482626, -1.7296804501860412 6.007472102482626, -1.7296804501860412 5.984194903975492))","[(54, '2016-01-08', '2016-01-08'), (339, '2016-02-06', '2016-02-06'), (391, '2016-02-10', '2016-02-12'), (643, '2016-03-05', '2016-03-09'), (23076, '2020-02-15', '2020-02-17'), (23153, '2020-03-01', '2020-03-02')]",broadtree,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.80_14.24_1.2_20230627_0,-1.80_14.24,1.2,"POLYGON ((-1.8107473479165106 14.22566148029393, -1.7864737014570695 14.22566148029393, -1.7864737014570695 14.249338526993505, -1.8107473479165106 14.249338526993505, -1.8107473479165106 14.22566148029393))","[(35165, '2021-04-08', '2021-04-16'), (35751, '2021-04-18', '2021-04-19'), (35971, '2021-04-24', '2021-04-24'), (36110, '2021-04-26', '2021-04-30')]",grassland,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.80_32.48_1.2_20230627_0,-1.80_32.48,1.2,"POLYGON ((-1.8185958576256995 32.46415603236761, -1.7897341134143396 32.46415603236761, -1.7897341134143396 32.48862095092815, -1.8185958576256995 32.48862095092815, -1.8185958576256995 32.46415603236761))","[(13837, '2018-07-02', '2018-07-08'), (14225, '2018-07-21', '2018-07-27'), (14461, '2018-07-18', '2018-07-18'), (20315, '2019-07-14', '2019-07-14'), (20865, '2019-07-30', '2019-07-30'), (37254, '2021-07-16', '2021-07-17'), (37868, '2021-08-05', '2021-08-14')]",soil,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.80_47.26_1.2_20230627_0,-1.80_47.26,1.2,"POLYGON ((-1.8225047412381212 47.24723472581194, -1.7858214908127987 47.24723472581194, -1.7858214908127987 47.27220805362558, -1.8225047412381212 47.27220805362558, -1.8225047412381212 47.24723472581194))","[(5115, '2016-08-16', '2016-08-16'), (6037, '2016-09-12', '2016-09-12'), (20651, '2019-07-23', '2019-07-24'), (29495, '2020-07-30', '2020-07-30'), (29988, '2020-08-06', '2020-08-11')]",grassland,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Europe
mc_-1.81_13.74_1.2_20230627_0,-1.81_13.74,1.2,"POLYGON ((-1.8218196795689214 13.728451254720767, -1.7976236346206103 13.728451254720767, -1.7976236346206103 13.75210433190469, -1.8218196795689214 13.75210433190469, -1.8218196795689214 13.728451254720767))","[(8791, '2017-03-27', '2017-03-27'), (35165, '2021-04-08', '2021-04-16'), (35751, '2021-04-19', '2021-04-19'), (35971, '2021-04-24', '2021-04-24'), (36110, '2021-04-28', '2021-04-30')]",grassland,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.81_13.87_1.2_20230627_0,-1.81_13.87,1.2,"POLYGON ((-1.821829261670112 13.853448301798009, -1.7976140412667796 13.853448301798009, -1.7976140412667796 13.877107279735489, -1.821829261670112 13.877107279735489, -1.821829261670112 13.853448301798009))","[(8791, '2017-03-27', '2017-03-27'), (35165, '2021-04-08', '2021-04-16'), (35751, '2021-04-19', '2021-04-19'), (35971, '2021-04-24', '2021-04-24'), (36110, '2021-04-28', '2021-04-30')]",grassland,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.81_15.11_1.2_20230627_0,-1.81_15.11,1.2,"POLYGON ((-1.8219285137550367 15.100641208570714, -1.7975146752734217 15.100641208570714, -1.7975146752734217 15.124358762007386, -1.8219285137550367 15.124358762007386, -1.8219285137550367 15.100641208570714))","[(2765, '2016-04-24', '2016-04-24'), (2891, '2016-04-28', '2016-04-28'), (2924, '2016-04-30', '2016-04-30'), (18750, '2019-04-19', '2019-04-19'), (35165, '2021-04-11', '2021-04-16'), (35971, '2021-04-24', '2021-04-24')]",grassland,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.81_15.86_1.2_20230627_0,-1.81_15.86,1.2,"POLYGON ((-1.8219914441232399 15.85062371657007, -1.7974516748886515 15.85062371657007, -1.7974516748886515 15.87437622322271, -1.8219914441232399 15.87437622322271, -1.8219914441232399 15.85062371657007))","[(2765, '2016-04-23', '2016-04-26'), (2891, '2016-04-28', '2016-04-28'), (27709, '2020-04-27', '2020-04-30'), (35165, '2021-04-13', '2021-04-16')]",grassland,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.81_30.10_1.2_20230627_0,-1.81_30.10,1.2,"POLYGON ((-1.8237348022140734 30.089203262018703, -1.7957066448196912 30.089203262018703, -1.7957066448196912 30.113573835619146, -1.8237348022140734 30.113573835619146, -1.8237348022140734 30.089203262018703))","[(11195, '2017-08-16', '2017-08-16'), (13837, '2018-07-04', '2018-07-08'), (14225, '2018-07-12', '2018-07-12'), (29946, '2020-08-05', '2020-08-07'), (30750, '2020-08-18', '2020-08-22'), (38633, '2021-09-05', '2021-09-07')]",soil,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.81_30.35_1.2_20230627_0,-1.81_30.35,1.2,"POLYGON ((-1.8237765653709876 30.33919826721359, -1.7956648438703957 30.33919826721359, -1.7956648438703957 30.363578818536652, -1.8237765653709876 30.363578818536652, -1.8237765653709876 30.33919826721359))","[(11195, '2017-08-16', '2017-08-16'), (13837, '2018-07-03', '2018-07-10'), (14225, '2018-07-12', '2018-07-12'), (29946, '2020-08-05', '2020-08-07'), (30750, '2020-08-18', '2020-08-22'), (37868, '2021-08-05', '2021-08-08'), (38633, '2021-09-05', '2021-09-07')]",soil,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.81_30.98_1.2_20230627_0,-1.81_30.98,1.2,"POLYGON ((-1.8238830191398407 30.964185852915758, -1.7955582938326264 30.964185852915758, -1.7955582938326264 30.988591202911298, -1.8238830191398407 30.988591202911298, -1.8238830191398407 30.964185852915758))","[(13837, '2018-07-02', '2018-07-09'), (14225, '2018-07-12', '2018-07-28'), (29946, '2020-08-05', '2020-08-07'), (30750, '2020-08-18', '2020-08-22'), (31359, '2020-08-26', '2020-08-26'), (37254, '2021-07-15', '2021-07-17'), (37868, '2021-08-05', '2021-08-08'), (38633, '2021-09-05', '2021-09-06'), (38785, '2021-10-01', '2021-10-01')]",soil,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.81_31.10_1.2_20230627_0,-1.81_31.10,1.2,"POLYGON ((-1.8239046658927782 31.089183382590576, -1.7955366275117748 31.089183382590576, -1.7955366275117748 31.11359366721605, -1.8239046658927782 31.11359366721605, -1.8239046658927782 31.089183382590576))","[(13837, '2018-07-02', '2018-07-09'), (14225, '2018-07-12', '2018-07-28'), (29946, '2020-08-05', '2020-08-07'), (30750, '2020-08-18', '2020-08-22'), (31359, '2020-08-26', '2020-08-26'), (37254, '2021-07-15', '2021-07-17'), (37868, '2021-08-05', '2021-08-08'), (38633, '2021-09-05', '2021-09-06'), (38785, '2021-10-01', '2021-10-01')]",soil,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.81_31.23_1.2_20230627_0,-1.81_31.23,1.2,"POLYGON ((-1.8239264328829246 31.21418091646344, -1.7955148408467234 31.21418091646344, -1.7955148408467234 31.238596127310554, -1.8239264328829246 31.238596127310554, -1.8239264328829246 31.21418091646344))","[(13837, '2018-07-02', '2018-07-09'), (14225, '2018-07-12', '2018-07-28'), (20315, '2019-07-14', '2019-07-14'), (29946, '2020-08-05', '2020-08-07'), (30750, '2020-08-18', '2020-08-21'), (37254, '2021-07-16', '2021-07-17'), (37868, '2021-08-05', '2021-08-08'), (38609, '2021-09-03', '2021-09-03'), (38633, '2021-09-05', '2021-09-06'), (38785, '2021-10-01', '2021-10-01')]",soil,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.81_31.60_1.2_20230627_0,-1.81_31.60,1.2,"POLYGON ((-1.8239924621627914 31.58917354335498, -1.7954487518902602 31.58917354335498, -1.7954487518902602 31.613603482247033, -1.8239924621627914 31.613603482247033, -1.8239924621627914 31.58917354335498))","[(13837, '2018-07-02', '2018-07-09'), (14225, '2018-07-12', '2018-07-28'), (20315, '2019-07-14', '2019-07-14'), (29946, '2020-08-06', '2020-08-06'), (30750, '2020-08-18', '2020-08-20'), (36788, '2021-06-29', '2021-06-29'), (37254, '2021-07-15', '2021-07-17'), (37868, '2021-08-05', '2021-08-08'), (38609, '2021-09-03', '2021-09-03'), (38633, '2021-09-05', '2021-09-06'), (38785, '2021-10-01', '2021-10-01')]",soil,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.81_31.85_1.2_20230627_0,-1.81_31.85,1.2,"POLYGON ((-1.8240370956038594 31.83916864909413, -1.795404078111343 31.83916864909413, -1.795404078111343 31.86360836433042, -1.8240370956038594 31.86360836433042, -1.8240370956038594 31.83916864909413))","[(13837, '2018-07-02', '2018-07-08'), (14225, '2018-07-21', '2018-07-28'), (20315, '2019-07-14', '2019-07-14'), (37254, '2021-07-16', '2021-07-17'), (37868, '2021-08-05', '2021-08-14')]",soil,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.81_33.85_1.2_20230627_0,-1.81_33.85,1.2,"POLYGON ((-1.824412586078837 33.83913011225645, -1.7950282479072603 33.83913011225645, -1.7950282479072603 33.863646801827365, -1.824412586078837 33.863646801827365, -1.824412586078837 33.83913011225645))","[(10373, '2017-07-30', '2017-07-30'), (11169, '2017-08-15', '2017-08-15'), (30878, '2020-08-20', '2020-08-22'), (37532, '2021-07-24', '2021-07-24'), (37868, '2021-08-08', '2021-08-14')]",soil,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.81_5.62_1.2_20230627_0,-1.81_5.62,1.2,"POLYGON ((-1.8213304452307195 5.6092037641215775, -1.7981135523363374 5.6092037641215775, -1.7981135523363374 5.632463250026024, -1.8213304452307195 5.632463250026024, -1.8213304452307195 5.6092037641215775))","[(339, '2016-02-06', '2016-02-06'), (391, '2016-02-11', '2016-02-12'), (643, '2016-03-07', '2016-03-07'), (22929, '2020-02-02', '2020-02-03'), (23014, '2020-02-07', '2020-02-08'), (23076, '2020-02-13', '2020-02-17'), (23153, '2020-02-29', '2020-03-08'), (23176, '2020-02-19', '2020-02-19')]",broadtree,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.81_7.87_1.2_20230627_0,-1.81_7.87,1.2,"POLYGON ((-1.8214405920602288 7.856370560126755, -1.7980032238488448 7.856370560126755, -1.7980032238488448 7.879740823695415, -1.8214405920602288 7.879740823695415, -1.8214405920602288 7.856370560126755))","[(493, '2016-02-17', '2016-02-17'), (559, '2016-02-22', '2016-02-22'), (560, '2016-02-24', '2016-02-24'), (643, '2016-03-03', '2016-03-03'), (23076, '2020-02-18', '2020-02-18'), (23153, '2020-02-28', '2020-03-08'), (23193, '2020-02-21', '2020-02-21')]",broadtree,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.81_8.99_1.2_20230627_0,-1.81_8.99,1.2,"POLYGON ((-1.8215027934702774 8.981343051979431, -1.7979409297592472 8.981343051979431, -1.7979409297592472 9.004768286601532, -1.8215027934702774 9.004768286601532, -1.8215027934702774 8.981343051979431))","[(643, '2016-03-03', '2016-03-10'), (23153, '2020-03-01', '2020-03-19')]",broadtree,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.81_9.99_1.2_20230627_0,-1.81_9.99,1.2,"POLYGON ((-1.8215621326477245 9.981318747877083, -1.7978815070201206 9.981318747877083, -1.7978815070201206 10.00479255044095, -1.8215621326477245 10.00479255044095, -1.8215621326477245 9.981318747877083))","[(23153, '2020-03-01', '2020-03-19'), (35308, '2021-04-08', '2021-04-08'), (35502, '2021-04-12', '2021-04-12')]",broadtree,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.83_10.24_1.2_20230627_0,-1.83_10.24,1.2,"POLYGON ((-1.8437993888213844 10.228535208135591, -1.8200886698370826 10.228535208135591, -1.8200886698370826 10.25202051839372, -1.8437993888213844 10.25202051839372, -1.8437993888213844 10.228535208135591))","[(23153, '2020-03-01', '2020-03-18'), (35308, '2021-04-08', '2021-04-08'), (35502, '2021-04-12', '2021-04-12')]",broadtree,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
mc_-1.83_32.35_1.2_20230627_0,-1.83_32.35,1.2,"POLYGON ((-1.8435704391874734 32.33916049987195, -1.8147595519042703 32.33916049987195, -1.8147595519042703 32.36361648715174, -1.8435704391874734 32.36361648715174, -1.8435704391874734 32.33916049987195))","[(3765, '2016-07-13', '2016-07-13'), (13837, '2018-07-02', '2018-07-08'), (14225, '2018-07-21', '2018-07-27'), (14461, '2018-07-18', '2018-07-18'), (20315, '2019-07-14', '2019-07-14'), (37254, '2021-07-16', '2021-07-17'), (37868, '2021-08-05', '2021-08-14'), (38643, '2021-09-06', '2021-09-06')]",soil,-,-,1.3,1,2.0,2,-1,2.1,-1.0,-1,-1,1.1,,Africa
